Judul,Artis,Tahun,Era,Genre,Penulis,Lirik,Genius ID,Genius Path,Api Path,Header Image
Malam Rawan,Rizky Febian,2025,2020an,Indonesian Pop,Rizky Febian,Di malam hangat:newline:Langit pun kelabu:newline:Samar kurasa tanpa hadirmu:newline:Enggan rasanya tuk coba hubungi mu:newline:Takutnya hati makin merindu:newline::newline:Diam dan tak bisa berkata:newline:Hati dan rasa tak sama di malam rawan:newline::newline:Sadarkah dirimu indah:newline:Tak cukup sekali kupikirkanmu:newline:Salahkah meski kau banyak hati yang memuja:newline:Sadar tak begitu mudah:newline:Kau bintangnya di setiap mata:newline:Apakah milikimu hanya angan semata:newline::newline:Angin berbisik antar senyum mu:newline:Lepas kendali ku tersipu:newline::newline:Diam dan tak bisa berkata:newline:Hati dan rasa tak sama di malam rawan:newline::newline:Sadarkah dirimu indah:newline:Tak cukup sekali kupikirkanmu:newline:Salahkah meski kau banyak hati yang memuja:newline:Sadar tak begitu mudah:newline:Kau bintangnya di setiap mata:newline:Apakah milikimu hanya angan semata:newline::newline::newline::newline::newline:Sadarkah dirimu indah:newline:Tak cukup sekali kupikirkanmu:newline:Salahkah meski kau banyak hati yang memuja:newline:Sadar tak begitu mudah:newline:Kau bintangnya di setiap mata:newline:Apakah milikimu hanya angan semata:newline::newline:Sadarkah dirimu indah:newline:Tak cukup sekali kupikirkanmu:newline:Salahkah meski kau banyak hati yang memuja:newline:Sadar tak begitu mudah:newline:Kau bintangnya di setiap mata:newline:Apakah milikimu hanya angan semata:newline::newline:Malam malam di jam rawan:newline:Malam malam di jam rawan:newline:Malam malam di jam rawan:newline:Malam malam di jam rawan:newline:Malam malam di jam rawan:newline:Malam malam di jam rawan,12463843,/Rizky-febian-malam-rawan-lyrics,/songs/12463843,https://images.genius.com/769d679a9662346bc11bcb66226fbfd3.640x640x1.jpg
Sebatas Mimpi,Angie Carvalho,2025,2020an,Indonesian Pop,Angie Carvalho,"[Lirik ""Sebatas Mimpi""]:newline::newline:[Verse 1]:newline:Pedih bila kuingat lagi:newline:Janji yang pernah kita ucapkan dulu:newline:Mengapa kini kau ubah semuanya?:newline:Tak mengerti, tak mengerti aku:newline::newline:[Chorus]:newline:Biarkanlah cinta tak berbalas:newline:Bila memang harus:newline:Kunikmati cinta hanya sebatas mimpi:newline:Biar saja kasih indah tak pernah lekat:newline:Walau semua kini hanya sebatas mimpi:newline::newline:[Verse 2]:newline:Kasih ingatkah saat-saat mesra?:newline:Berdua selalu kita dalam cinta:newline:Mengapa kini kau ubah semuanya?:newline:Tak mengerti, tak mengerti aku:newline::newline:[Chorus]:newline:Biarkanlah cinta tak berbalas:newline:Bila memang harus:newline:Kunikmati cinta hanya sebatas mimpi:newline:Biar saja kasih indah tak pernah lekat:newline:Walau semua kini hanya sebatas mimpi:newline::newline::newline::newline::newline:[Bridge]:newline:Tak kusangka semuanya berakhir, oh-oh:newline:Hanya karena kau berpaling:newline:Semuanya berakhir:newline::newline:[Chorus]:newline:Biarkanlah cinta tak berbalas:newline:Bila memang harus:newline:Kunikmati cinta hanya sebatas mimpi:newline:Biar saja kasih indah tak pernah lekat:newline:Walau semua kini:newline:Hanya sebatas mimpi",11973516,/Angie-carvalho-and-yovie-widianto-sebatas-mimpi-lyrics,/songs/11973516,https://images.genius.com/0a91343fa70661ca62ef69bfd39083d2.1000x1000x1.png
Mati-Matian,Mahalini,2024,2020an,Indonesian Pop,Mahalini,"[Lirik ""Mati-Matian""]:newline::newline:[Verse 1]:newline:Kita adalah dua insan penuh cinta:newline:Di awal tercipta kisah kita:newline:Manis tuturmu buatku terpana:newline:Bagiku kau sempurna:newline::newline:[Verse 2]:newline:Memang benar semua kata mereka:newline:Benarku tlah dibutakan cinta:newline:Tak hanya sekali kau khianati:newline:Sudah, cukup 'ku tak tahan lagi:newline::newline:[Chorus]:newline:Mati-matian 'ku membelamu di depan mereka:newline:Walau sakit tetap 'ku percaya kau beda dari lainnya:newline:Habis-habisan 'ku dibohongi sayang ini tetap sama:newline:Tuhan, ini cinta atau bodoh?:newline::newline:[Bridge]:newline:Habis fikir dengan sifatmu itu:newline:Berulang kali 'ku maafkan, berulang lagi kau lakukan:newline:Satu satunya kebanggaanku:newline:Kini jadi rasa sakit terdalam:newline::newline::newline::newline::newline:[Chorus]:newline:Mati-matian 'ku membelamu di depan mereka:newline:Mati-matian 'ku membelamu di depan mereka:newline:Walau sakit tetap 'ku percaya kau beda dari lainnya:newline:Habis-habisan 'ku dibohongi sayang ini tetap sama:newline:Tuhan, ini cinta atau bodoh?:newline:(Mati-matian ku membelamu di depan mеreka):newline:Walau sakit tetap 'ku percaya kau bеda dari lainnya:newline:Habis-habisan 'ku dibohongi saying ini tetap sama:newline:Tuhan, ini cinta atau bodoh?:newline:Tuhan, ini cinta atau bodoh?",10560503,/Mahalini-mati-matian-lyrics,/songs/10560503,https://images.genius.com/9901405c85e84c15bb0cd0e0a00c732f.1000x1000x1.png
Sisa Rasa,Mahalini,2021,2020an,Indonesian Pop,Mahalini,"[Lirik ""Sisa Rasa""]:newline::newline:[Verse 1]:newline:Melihatmu bahagia, satu hal yang terindah:newline:Anug’rah cinta yang pernah kupunya:newline:Kau buatku percaya, ketulusan cinta:newline:Seakan kisah sempurna 'kan tiba:newline::newline:Masih jelas teringat, pelukanmu yang hangat:newline:Seakan semua tak mungkin menghilang:newline:Kini hanya kenangan, yang telah kau tinggalkan:newline:Tak tersisa lagi waktu bersama:newline::newline:[Chorus]:newline:Mengapa masih ada?:newline:Sisa rasa di dada:newline:Disaat kau pergi begitu saja:newline:Mampukah 'ku bertahan?:newline:Tanpa hadirmu sayang:newline:Tuhan sampaikan rindu untuknya (rindu untuknya):newline::newline:[Verse 2]:newline:Masih jelas teringat (jelas teringat), pelukanmu yang hangat:newline:Seakan semua tak mungkin menghilang (menghilang):newline:Kini hanya kenangan, yang t'lah kau tinggalkan:newline:Tak tersisa lagi waktu bersama (waktu bersama):newline::newline::newline::newline::newline:[Chorus]:newline:Mengapa masih ada? (ooh…):newline:Sisa rasa di dada:newline:Disaat kau pergi begitu saja (begitu saja):newline:Mampukah 'ku bertahan?:newline:Tanpa hadirmu sayang:newline:Tuhan sampaikan rindu untuknya:newline::newline:[Bridge]:newline:(Masih tersimpan) Oh, masih tersimpan:newline:Setiap kеnangan (ooh..):newline:Semua cinta yang kau beri:newline:Kau takkan terganti:newline::newline:[Chorus]:newline:Mеngapa masih ada? (masih ada):newline:Sisa rasa di dada (rasa di dada):newline:Disaat kau pergi begitu saja:newline:Mampukah 'ku bertahan? (tanpa hadirmu sayang):newline:Tuhan sampaikan rindu untuknya:newline:Sampaikan rinduku untuknya",7282825,/Mahalini-sisa-rasa-lyrics,/songs/7282825,https://images.genius.com/0aedee2877c7c15bbc40c07a59ed51e2.1000x1000x1.jpg
Bermuara,Rizky Febian,2024,2020an,Indonesian Pop,Rizky Febian,Mm m mm:newline::newline:Bagai derai hujan:newline:Hapus semua jejak:newline:Seluruh hal kelam:newline:Yang menyedihkan:newline::newline:Kau ganti senyuman:newline:Lukiskan khayalan:newline:Susun cerita masa depan:newline:Bisikkan rayuan:newline:Merayu raya bahagia:newline::newline:Sayang:newline:Perjalanan kita kan berlayar:newline:Berlabuh ditujuan yang sama:newline:Bermuara di keabadian:newline::newline:Bagai derai hujan:newline:Hapus semua jejak:newline:Seluruh hal kelam:newline:Yang menyedihkan:newline::newline:Kau ganti senyuman:newline:Lukiskan khayalan:newline:Susun cerita masa depan:newline:Bisikkan rayuan:newline:Merayu raya bahagia:newline::newline::newline::newline::newline:Sayang:newline:Perjalanan kita kan berlayar:newline:Berlabuh ditujuan yang sama:newline:Bermuara di keabadian:newline::newline:Sayang:newline:Perjalanan kita kan berlayar:newline:Berlabuh ditujuan yang sama:newline:Tenang:newline::newline:Peluk tempatku:newline:Pulang:newline::newline:Sayang:newline:Perjalanan kita kan berlayar:newline:Berlabuh ditujuan yang sama:newline:Bermuara di kеabadian:newline::newline:Sayang:newline:Perjalanan kita kan berlayar:newline:Berlabuh ditujuan yang sama:newline::newline:Pеluk tempatku:newline:Pulang,12463282,/Rizky-febian-and-mahalini-bermuara-lyrics,/songs/12463282,https://images.genius.com/769d679a9662346bc11bcb66226fbfd3.640x640x1.jpg
Ini Laguku,Mahalini,2023,2020an,Indonesian Pop,Mahalini,"[Verse 1]:newline:Apalah arti hidupku, bila tanpamu?:newline:Apalah arti cintaku, bila bukan kamu?:newline:Semua perjuanganku, tentang dirimu:newline:Walaupun ku juga tahu, kau ragukan itu:newline::newline:[Pre-Chorus]:newline:Kumohon, dengar ini laguku:newline:Semua tentang rasaku padamu:newline::newline:[Chorus]:newline:Bukalah hatimu, lihat diriku:newline:Ku takkan mampu tanpamu, tanpamu:newline:Bukan maksudku selalu membisu:newline:Ku tahu caraku mencintaimu:newline::newline:[Verse 2]:newline:Semua perjuanganku, tentang dirimu:newline:Walaupun ku juga tahu, kau ragukan itu:newline::newline:[Pre-Chorus]:newline:Kumohon, dengar ini laguku:newline:Semua tentang rasaku padamu:newline::newline:[Chorus]:newline:Bukalah hatimu, lihat diriku:newline:Ku takkan mampu tanpamu, tanpamu:newline:Bukan maksudku, selalu membisu:newline:Ku tahu caraku mencintaimu..oh..oh..:newline::newline::newline::newline::newline:[Bridge]:newline:Ku tak mau kita berjarak dan tak menyapa:newline:Berubah menjadi hanya teman:newline:Biar aku yang mengalah, ikuti caramu:newline:Walau ku harus berkorban, tak jadi diriku..uh…uh…:newline::newline:[Chorus]:newline:Oh….oh…(ku takkan mampu):newline:Tak mampu ku tanpamu:newline:Bukan maksudku selalu membisu:newline:Ku tahu caraku mencintaimu:newline:Ku tahu caraku mencintaimu",8751401,/Mahalini-ini-laguku-lyrics,/songs/8751401,https://images.genius.com/c8f106e89d026ff3e6f1a712e994dd34.1000x1000x1.jpg
Cukup,Ziva Magnolya,2023,2020an,Indonesian Pop,Ziva Magnolya,"[Lirik ""Cukup""]:newline::newline:[Verse 1]:newline:Hanya aku:newline:Yang mampu bertahan:newline:Di sini, selalu di sini:newline:Di sampingmu:newline::newline:[Verse 2]:newline:Walau sering:newline:Aku terluka karenamu:newline:Bertahan di dalam sedih:newline:Karena kucinta:newline::newline:[Pre-Chorus]:newline:Aku bingung:newline:'Ku harus bagaimana bertahan, tapi 'ku yang terluka:newline:Inginku lari darimu:newline:Sadar aku lemah tanpamu:newline::newline:[Chorus]:newline:Haruskahku terus bersama denganmu?:newline:Sementara kau tak peduli padaku:newline:Hampir habis sudah kesabaran ini:newline:Selama ini 'ku terlalu tahan sendiri:newline:Kurang apa hidupku padamu?:newline:Kau yang tahu betapa besar rasa cintaku:newline:Tak pernah banyak pintaku padamu:newline:'Ku hanya butuh kau hargai aku, cukup:newline::newline::newline::newline::newline:[Bridge]:newline:(Oh, 'ku hanya butuh kau hargai):newline:Hargai aku sebagai kekasihmu (Sebagai kekasihmu):newline:'Ku hanya butuh ('Ku hanya) perhatian darimu (Pinta):newline:Tak banyak cukup itu:newline::newline:[Chorus]:newline:Haruskahku terus bersama denganmu?:newline:Sementara kau tak peduli padaku:newline:Hampir habis sudah kesabaran ini:newline:Selama ini 'ku terlalu tahan sendiri:newline:Kurang apa hidupku padamu?:newline:Kau yang tahu betapa besar rasa cintaku:newline:Tak pernah banyak pintaku padamu:newline:'Ku hanya butuh kau hargai aku, cukup:newline::newline:[Outro]:newline:Hanya butuh kau hargai aku:newline:Cukup",11807432,/Ziva-magnolya-cukup-lyrics,/songs/11807432,https://images.genius.com/fed3dd4d77458de1c795d90a3fb027ce.1000x1000x1.png
Buru-Buru,Mahalini,2023,2020an,Indonesian Pop,Mahalini,"[Lirik ""Buru-Buru""]:newline::newline:[Verse 1]:newline:Antara mentari pagi hari ini:newline:Bersanding dilemaku di hati:newline:Kau hantuiku dengan rayumu:newline::newline:[Pre-Chorus]:newline:Kau pujakan pesonaku:newline:Yang 'kan pudar seiring waktu:newline::newline:[Chorus]:newline:Jangan buru-buru:newline:'Kan kupikir dulu:newline:'Tuk hidupku jadi milikmu:newline:Nanti 'kan ada waktunya, sayangku:newline:Katakan iya padamu:newline::newline:[Verse 2]:newline:Akankah dirimu terima keadaanku?:newline:Ketika kumulai memutih rambutku:newline:Masihkah kau menghantuiku dengan rayumu?:newline::newline:[Pre-Chorus]:newline:Kau pujakan pesonaku:newline:Yang 'kan pudar seiring waktu:newline::newline::newline::newline::newline:[Chorus]:newline:Jangan buru-buru:newline:'Kan kupikir dulu:newline:'Tuk hidupku jadi milikmu:newline:Nanti 'kan ada waktunya, sayangku:newline:Katakan iya padamu:newline::newline:[Bridge]:newline:Jangan buang waktuku:newline:Bila kau masih, masih meragu:newline:Yakinkanku kaulah yang aku mau:newline:Cinta untuk selamanya:newline::newline:[Chorus]:newline:(Jangan buru-buru:newline:'Kan kupikir dulu:newline:'Tuk hidupku jadi milikmu:newline:Nanti 'kan ada waktunya, sayangku:newline:Katakan iya):newline::newline:Jangan kau buru-buru:newline:'Kan kupikir dulu:newline:'Tuk hidupku jadi milikmu:newline:Nanti 'kan ada waktunya, sayangku:newline:Katakan iya padamu",11678868,/Mahalini-buru-buru-lyrics,/songs/11678868,https://images.genius.com/f1a1dccdf21902e33f97014edf4a20e7.1000x1000x1.png
Putar Waktu,Mahalini,2023,2020an,Indonesian Pop,Mahalini,"[Verse 1]:newline:Waktu ke waktu, ku lewati:newline:Melihat diriku tak kecil lagi:newline:Tuan dan puteri mulai menghakimi:newline:Berkata usik tak nyaman di hati:newline::newline:[Pre-Chorus]:newline:Bukankah aku manusia sama sp’erti mereka?:newline:Tetapi mengapa, seolah paling sempurna?:newline::newline:[Chorus]:newline:Seandainya bisa ku putar waktu:newline:‘Kan ku kembali ke masa kecilku:newline:Tak harus mengerti rasanya pilu:newline:Hadapi kerasnya dunia:newline::newline:[Verse 2]:newline:Tuan dan puteri mulai menghakimi:newline:Berkata-kata usik tak nyaman di hati:newline::newline:[Pre-Chorus]:newline:Aku manusia sama sp’erti mereka:newline:Tetapi mengapa, seolah paling sempurna?:newline::newline:[Chorus]:newline:Seandainya bisa ku putar waktu:newline:‘Kan ku kembali ke masa kecilku:newline:Tak harus mengerti rasanya pilu:newline:Hadapi kerasnya dunia:newline::newline::newline::newline::newline:[Instrumental Bridge]:newline::newline:[Chorus]:newline:Seandainya bisa ku putar waktu:newline:‘Kan ku kembali ke masa kecilku:newline:Tak harus mengerti,(Tak harus mengerti):newline:Mengerti rasanya pilu:newline:Hadapi kerasnya dunia:newline:(kerasnya dunia):newline:(Hadapi kerasnya) dunia",8751386,/Mahalini-putar-waktu-lyrics,/songs/8751386,https://images.genius.com/f1a1dccdf21902e33f97014edf4a20e7.1000x1000x1.png
Bohongi Hati,Mahalini,2023,2020an,Indonesian Pop,Mahalini,"[Verse]:newline:Aku tersiksa:newline:Melihat semuanya berubah:newline:Mengapa?:newline:Kau tak mau tahu:newline:Bagaimana hati ini tanpamu?:newline:Cintamu:newline::newline:[Pre-Chorus]:newline:Oh dimana, aku bisa temui dirimu?:newline:Yang dulu cinta:newline:Dan anggap aku ada:newline::newline:[Chorus]:newline:Jika kau minta aku menjauh:newline:Hilang dari seluruh memori indahmu (memori indahmu):newline:'Kan kulakukan semua, walau tak mungkin sanggup:newline:Bohongi hatiku:newline::newline:[Pre-Chorus]:newline:Oh dimana, aku bisa temui dirimu?:newline:Yang dulu cinta, (cinta, cinta):newline:Dan anggap aku ada (yang dulu cinta dan anggap aku ada):newline::newline:[Chorus]:newline:Oh, jika kau meminta aku menjauh:newline:Hilang dari seluruh memori indahmu:newline:'Kan kulakukan semua, walau tak mungkin sanggup:newline:Bohongi hatiku:newline::newline::newline::newline::newline:Saat ku rindu, ku coba tak rindu:newline:Demi bahagiamu yang tak membutuhkanku:newline:Entah sampai dimana, sanggup ku 'kan bertahan:newline:‘Tuk bisa tanpamu:newline::newline:[Bridge]:newline:Ya tak mungkin, kau menemukan yang sama lagi:newline:Tulus hati s’perti yang aku miliki (tulus hati s'perti yang ku miliki):newline::newline:[Chorus]:newline:Oh, jika kau minta aku menjauh:newline:Hilang dari seluruh memori indahmu:newline:'Kan kulakukan semua, walau tak mungkin sanggup:newline:Bohongi hatiku (bohongi hatiku):newline::newline:Saat ku rindu, ku coba tak rindu:newline:Demi bahagiamu yang tak lagi butuhkanku:newline:Entah sampai dimana, aku sanggup bertahan:newline:‘Tuk bisa tanpamu:newline:Oh...,ha...,oh...:newline:Bohongi hatiku",8751361,/Mahalini-bohongi-hati-lyrics,/songs/8751361,https://images.genius.com/f1a1dccdf21902e33f97014edf4a20e7.1000x1000x1.png
Melawan Restu,Mahalini,2021,2020an,Indonesian Pop,Mahalini,[Verse]:newline:Indah semua cerita:newline:Yang t’lah terlewati:newline:Dalam satu cinta:newline:Kita yang pernah bermimpi:newline:Jalani semua:newline:Hanya ada kita:newline::newline:[Pre-Chorus]:newline:Namun ternyata:newline:Pada akhirnya:newline:Tak mungkin bisa kupaksa:newline:Restunya tak berpihak:newline:Pada kita:newline::newline:[Chorus]:newline:Mungkinkah aku meminta:newline:Kisah kita selamanya:newline:Tak terlintas dalam benakku:newline:Bila hariku tanpamu:newline:S’gala cara t’lah ku coba:newline:Pertahankan cinta kita:newline:S’lalu kutitipkan dalam doaku:newline:Tapi ku tak mampu:newline:Melawan restu:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Namun ternyata:newline:Pada akhirnya:newline:Tak mungkin bisa kupaksa:newline:Restunya tak berpihak:newline:Pada kita:newline::newline:[Chorus]:newline:Mungkinkah aku meminta:newline:Kisah kita selamanya:newline:Tak terlintas (tak terlintas) dalam benakku (dalam benakku):newline:Bila hariku tanpamu:newline:S’gala cara t’lah ku coba:newline:Pertahankan cinta kita (cinta kita):newline:S’lalu kutitipkan dalam doaku:newline:Tapi ku tak mampu:newline:Melawan restu:newline::newline:[Interlude]:newline:Ooooo:newline:Mengapa kita:newline:Terlanjur mencinta:newline::newline::newline:[Chorus]:newline:Mungkinkah aku meminta:newline:Kisah kita selamanya:newline:Tak terlintas (tak terlintas) dalam benakku (dalam benakku):newline:Bila hariku tanpamu:newline:S’gala cara t’lah ku coba:newline:Pertahankan cinta kita:newline:S’lalu kutitipkan dalam doaku:newline:Tapi ku tak mampu:newline:Melawan restu,6634247,/Mahalini-melawan-restu-lyrics,/songs/6634247,https://images.genius.com/e2506f5482d8755c33e8a5db14ecc4bf.1000x1000x1.jpg
Kisah Sempurna,Mahalini,2022,2020an,Indonesian Pop,Mahalini,"Tenggelam, jiwaku dalam angan:newline:Tersesat hilang dan tak tau arah:newline:Ku terjebak, masa lalu yang kelam:newline:Tak kulihat lagi cahaya cinta:newline::newline:Dan kamu hadir coba bawa bahagia:newline:Ketika ku masih mati rasa:newline:Karena..:newline::newline:Dia yang pertama membuatku cinta:newline:Dia juga yang pertama membuatku kecewa:newline:Kamu yang pertama menyembuhkan luka:newline:Tak ingin lagi ku mengulang keliru akan cinta:newline:Jadi kisah yang sempurna:newline::newline:Tenggelam, jiwaku dalam angan:newline:Tak kulihat lagi cahaya cinta:newline:Dan kamu hadir coba bawa bahagia:newline:Ketika ku masih mati rasa:newline:Oh..:newline::newline:Dia yang pertama membuatku cinta:newline:Dia juga yang pertama membuatku kecewa:newline:Kamu yang pertama menyembuhkan luka:newline:Tak ingin lagi ku mengulang keliru akan cinta:newline:Jadi kisah yang sempurna:newline::newline::newline::newline::newline:Tuhan, yakinkan cinta ini oou..:newline:Hati yang terkunci terbuka kembali:newline::newline:Dia yang pertama membuatku cinta:newline:Dia juga yang pertama mеmbuatku kecewa:newline:Kamu yang pertama mеnyembuhkan luka:newline:Tak ingin lagi ku mengulang keliru akan cinta:newline::newline:(Dia yang pertama membuatku cinta):newline:Dia juga pertama membuatku kecewa:newline:(Dia yang pertama):newline:Kamu yang sembuhkan luka:newline::newline:Kamu untuk selamanya",7928755,/Mahalini-kisah-sempurna-lyrics,/songs/7928755,https://images.genius.com/9826ac78018d035fe91320633c46bcf6.1000x1000x1.png
